id;idMarche;source;type;natureObjetMarche;objetMarche;codeCPV_Original;codeCPV;codeCPV_division;referenceCPV;dateNotification;anneeNotification;moisNotification;datePublicationDonnees;dureeMois;dureeMoisEstimee;dureeMoisCalculee;montant;nombreTitulaireSurMarchePresume;montantCalcule;formePrix;lieuExecutionCode;lieuExecutionTypeCode;lieuExecutionNom;codeDepartementExecution;codeRegionExecution;libelleRegionExecution;nature;accord-cadrePresume;procedure;idAcheteur;sirenAcheteurValide;nomAcheteur;codeRegionAcheteur;libelleRegionAcheteur;departementAcheteur;libelleDepartementAcheteur;codePostalAcheteur;libelleArrondissementAcheteur;codeArrondissementAcheteur;libelleCommuneAcheteur;codeCommuneAcheteur;superficieCommuneAcheteur;populationCommuneAcheteur;geolocCommuneAcheteur;typeIdentifiantEtablissement;siretEtablissement;siretEtablissementValide;sirenEtablissement;nicEtablissement;sirenEtablissementValide;categorieEtablissement;denominationSocialeEtablissement;codeRegionEtablissement;libelleRegionEtablissement;libelleDepartementEtablissement;departementEtablissement;libelleArrondissementEtablissement;codeArrondissementEtablissement;codePostalEtablissement;adresseEtablissement;communeEtablissement;codeCommuneEtablissement;codeTypeEtablissement;superficieCommuneEtablissement;populationCommuneEtablissement;distanceAcheteurEtablissement;geolocCommuneEtablissement;typeIdentifiant_cotitulaire1;id_cotitulaire1;denominationSociale_cotitulaire1;typeIdentifiant_cotitulaire2;id_cotitulaire2;denominationSociale_cotitulaire2;typeIdentifiant_cotitulaire3;id_cotitulaire3;denominationSociale_cotitulaire3
20212021.057L300;267627;PES Marchés;Marché;Travaux;LOT3 CONSTRUCTION MODULAIRE A LONG-PRE;45223810-7;45223810-7;45;Constructions préfabriquées;2021-10-15;2021;10;2022-05-17;3;False;3.0;52600.0;1.0;52600.0;Ferme et actualisable;97232;CODE POSTAL;LE LAMENTIN;;nan;;MARCHE;;Appel d'offres ouvert;21972213900017;True;VILLE DU LAMENTIN - 21972213900017;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;49966999200012;True;499669992;00012;True;PME;BIMINI SARL;2;Martinique;Martinique;972;Le Marin;9723;97228;<NA>;SAINTE-LUCE;97227;4120B;2867.0;10083.0;9.311596872394688;14.4854629678,-60.944495012;;;;;;;;;
20212021.058L400;267628;PES Marchés;Marché;Travaux;LOT4 CONSTRUCTION MODULAIRE A L ECOLE PRIMAIRE DE BELEME;45223810-7;45223810-7;45;Constructions préfabriquées;2021-10-15;2021;10;2022-05-17;3;False;3.0;46900.0;1.0;46900.0;Ferme et actualisable;97232;CODE POSTAL;LE LAMENTIN;;nan;;MARCHE;;Appel d'offres ouvert;21972213900017;True;VILLE DU LAMENTIN - 21972213900017;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;49966999200012;True;499669992;00012;True;PME;BIMINI SARL;2;Martinique;Martinique;972;Le Marin;9723;97228;<NA>;SAINTE-LUCE;97227;4120B;2867.0;10083.0;9.311596872394688;14.4854629678,-60.944495012;;;;;;;;;
2019TVXDST09-200;267365;PES Marchés;Marché;Travaux;Lot 2 Menuiserie intérieure et extérieure - ACBC de travaux d'aménagement d'accessibilité des personnes à mobilité réduite sur les bâtiments et équipements;45421150-0;45421150-0;45;Travaux d'installation de menuiseries non métalliques;2020-02-05;2020;02;2021-10-19;48;False;48.0;50000.0;1.0;50000.0;Révisable;97240;CODE POSTAL;Le François;;nan;;ACCORD-CADRE;;Appel d'offres ouvert;21972210500018;True;TRESORERIE DU FRANCOIS;02;Martinique;972;Martinique;97240;Le Marin;9723;LE FRANCOIS;97210;5462.0;18452.0;14.6063466524,-60.9058337849;SIRET;81388077000017;True;813880770;00017;True;PME;FIRST ALU;2;Martinique;Martinique;972;Le Marin;9723;97224;<NA>;DUCOS;97207;2511Z;3129.0;17039.0;7.041235913959701;14.5778958668,-60.9674898168;;;;;;;;;
2022A002200;267663;PES Marchés;Marché;Fournitures;FOURNITURE ET LIVRAISON D'EAU DE SOURCE EN BOUTEILLE;15981000-8;15981000-8;15;Eau minérale;2022-09-16;2022;09;2022-09-26;48;False;48.0;92165.92;1.0;92165.0;Révisable;97232;CODE POSTAL;LE LAMENTIN;;nan;;ACCORD-CADRE;;Marché négocié sans publicité ni mise en concurrence préalable;21972213900017;True;VILLE DU LAMENTIN - 21972213900017;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;30530616900023;True;305306169;00023;True;ETI;SOMES;2;Martinique;Martinique;972;Saint-Pierre;9724;97260;Quartier CHAMPFLORE;LE MORNE-ROUGE;97218;1107A;3755.0;5003.0;16.13009101648433;14.7689521846,-61.1202876016;;;;;;;;;
201903019S000600;267413;Dematis;Marché;Fournitures;fourniture et livraison de vêtements de travail professionnel et équipements de protection individuelle pour les agents municipaux : Lot n° 5 Equipements de sécurité pour les équipes de voiries et bâtiments;18143000;18143000-3;18;Équipements de protection;2019-07-16;2019;07;2019-07-29;12;False;12.0;41474.0;1.0;41474.0;Révisable;97232;CODE POSTAL;Ville du Lamentin Martinique;;nan;;ACCORD-CADRE;;Appel d'offres ouvert;21972213900017;True;Mairie du Lamentin;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;39343324800068;True;393433248;00068;True;NC;SARL LE PROFESSIONNEL;2;Martinique;Martinique;972;Fort-de-France;9721;97200;Boulevard NELSON MANDELA;FORT-DE-FRANCE;97209;4669C;4353.0;85667.0;8.472233380404282;14.6408734458,-61.069176472;;;;;;;;;
201905619S002100;267439;Dematis;Marché;Services;Vin d'honneur et prestations annexes dans le cadre de la fête patronale 2019 du lamentin: Lot 2 : Animations culturelles et artistique;79952100;79952100-3;79;Services d'organisation d'événements culturels;2019-07-16;2019;07;2019-08-13;1;False;1.0;50691.0;1.0;50691.0;Ferme;97232;CODE POSTAL;Le Lamentin Martinique;;nan;;MARCHE;;Procédure adaptée;21972213900017;True;Mairie du Lamentin;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;53883481300015;True;538834813;00015;True;PME;ONYX PROD;2;Martinique;Martinique;972;Fort-de-France;9721;97232;Rue EMMA FORBAS;LE LAMENTIN;97213;9001Z;6792.0;39700.0;0.0;14.6246455763,-60.9935529523;;;;;;;;;
201906019S002600;267444;Dematis;Marché;Services;Surveillance des manifestations et gardiennage du matériel par des agents de sécurité.: Lot 1 : Sécurisation et protection des petites animations;79710000;79710000-4;79;Services de sécurité;2019-07-30;2019;07;2019-08-12;12;False;12.0;13824.0;1.0;13824.0;Ferme;97232;CODE POSTAL;Le Lamentin Martinique;;nan;;MARCHE;;Procédure adaptée;21972213900017;True;Mairie du Lamentin;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;81127516300012;True;811275163;00012;True;PME;PREVENTY GUARD;2;Martinique;Martinique;972;Fort-de-France;9721;97200;Lotissement ZAC DE RIVIERE ROCHE;FORT-DE-FRANCE;97209;8010Z;4353.0;85667.0;8.472233380404282;14.6408734458,-61.069176472;;;;;;;;;
20202000400;346278;PES Marchés;Marché;Services;AC A BDC TRANSPORT AERIEN;63510000-7;63510000-7;63;Services d'agences de voyages et services similaires;2020-02-06;2020;02;2022-06-30;1;False;1.0;400000.0;3.0;400000.0;Ferme;97228;CODE POSTAL;SAINTE-LUCE;;nan;;ACCORD-CADRE;;Appel d'offres ouvert;24972005300019;True;CAESM - BUDGET PRINCIPAL;02;Martinique;972;Martinique;97228;Le Marin;9723;SAINTE-LUCE;97227;2867.0;10083.0;14.4854629678,-60.944495012;SIRET;31371139200057;True;313711392;00057;True;ETI;ROGER ALBERT VOYAGES;2;Martinique;Martinique;972;Fort-de-France;9721;97200;Rue VICTOR HUGO;FORT-DE-FRANCE;97209;7911Z;4353.0;85667.0;16.23878704676211;14.6408734458,-61.069176472;;;;;;;;;
20212021.037L200;267621;PES Marchés;Marché;Fournitures;2021.037 LOT2 VEHICULES LEGERS DE MARQUE ETRANGERES (TOYOTA-NISSAN);34300000-0;34300000-0;34;Pièces détachées et accessoires pour véhicules et moteurs de véhicules;2021-08-20;2021;08;2021-11-10;48;False;48.0;62672.84;1.0;62672.0;Révisable;97232;CODE POSTAL;LE LAMENTIN;;nan;;ACCORD-CADRE;;Appel d'offres ouvert;21972213900017;True;VILLE DU LAMENTIN - 21972213900017;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;32672627000043;True;326726270;00043;True;PME;ROSETTE A;2;Martinique;Martinique;972;Le Marin;9723;97240;<NA>;LE FRANCOIS;97210;4532Z;5462.0;18452.0;9.824572158328484;14.6063466524,-60.9058337849;;;;;;;;;
20195Uy3R19bBJ00;423070;API AIFE;Marché;Travaux;31 LLS Rue Adrien Pâques-Lot 18 - Menuiseries intérieures;45211340;45211340-4;45;Travaux de construction d'immeubles collectifs;2020-02-04;2020;02;2020-04-16;14;False;14.0;95695.0;1.0;95695.0;Ferme;972;CODE DEPARTEMENT;Martinique;;nan;;MARCHE;;Procédure adaptée;30314998300023;True;Société OZANAM;02;Martinique;972;Martinique;97233;Fort-de-France;9721;SCHOELCHER;97229;2109.0;20103.0;14.6460950766,-61.100358959;SIRET;79805160300016;True;798051603;00016;True;PME;E.M.A;2;Martinique;Martinique;972;Le Marin;9723;97224;<NA>;DUCOS;97207;4120A;3129.0;17039.0;15.257536053287229;14.5778958668,-60.9674898168;;;;;;;;;
20222103/00;267750;PES Marchés;Marché;Fournitures;AMENAGEMENT DU POSTE DE POLICE  Lot no9: Climatisation / Ventilation;42512000-8;42512000-8;42;Installations de climatisation;2021-11-09;2021;11;2022-03-14;2;False;2.0;46072.07;1.0;46072.0;Révisable;97270;CODE POSTAL;Saint-Esprit;;nan;;MARCHE;;Procédure adaptée;21972223800017;True;COMMUNE DE SAINT-ESPRIT;02;Martinique;972;Martinique;97270;Le Marin;9723;SAINT-ESPRIT;97223;2317.0;9595.0;14.5589856419,-60.9213846289;SIRET;81301551800018;True;813015518;00018;True;PME;KINGCOLD;2;Martinique;Martinique;972;Le Marin;9723;97280;<NA>;VAUCLIN;97232;4322B;4029.0;9140.0;7.2487387335323765;14.5434826313,-60.856771185;;;;;;;;;
2019LNqhGDyoc200;267761;API AIFE;Marché;Fournitures;CDE/2019/01-02-Lot 9 Produits laitiers - fromage;15000000;15000000-8;15;Produits alimentaires, boissons, tabac et produits connexes;2019-10-16;2019;10;2021-04-29;36;True;1.0;13000.0;1.0;13000.0;Ferme et actualisable;972;CODE DEPARTEMENT;Martinique;;nan;;ACCORD-CADRE;;Appel d'offres ouvert;21972224600010;True;MAIRIE DE SAINT-JOSEPH;02;Martinique;972;Martinique;97212;Fort-de-France;9721;SAINT-JOSEPH;97224;4337.0;16648.0;14.6764465938,-61.0439206265;SIRET;78574231300154;True;785742313;00154;True;NC;PRO A PRO;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;4638B;6792.0;39700.0;6.272642745813844;14.6246455763,-60.9935529523;;;;;;;;;
202220221800;267793;PES Marchés;Marché;Travaux;TRAVAUX DE CONFORTEMENT DE TALUS GLISSEMENT QUARTIER DURAND;45223000-6;45223000-6;45;Travaux de construction d'ouvrages;2022-08-12;2022;08;2022-09-13;3;False;3.0;235082.5;1.0;235082.0;Révisable;97212;CODE POSTAL;ST JOSEPH;;nan;;MARCHE;;Procédure adaptée;21972224600010;True;SAINT JOSEPH;02;Martinique;972;Martinique;97212;Fort-de-France;9721;SAINT-JOSEPH;97224;4337.0;16648.0;14.6764465938,-61.0439206265;SIRET;38943714600019;True;389437146;00019;True;PME;SOCIETE DE TRAVAUX SPECIAUX;2;Martinique;Martinique;972;Le Marin;9723;97224;<NA>;DUCOS;97207;4399D;3129.0;17039.0;10.047706118682095;14.5778958668,-60.9674898168;;;;;;;;;
2022HANDBALL00;267821;PES Marchés;Marché;Services;LOT No2 TERRAIN D'HANDBALL, POSE DE CLOTURE ET MARQUAGE - SAINTE-ANNE_972_20210914W2_02;92600000-7;92600000-7;92;Services sportifs;2021-11-30;2021;11;2022-04-04;1;False;1.0;84541.25;1.0;84541.0;Ferme;97227;CODE POSTAL;SAINTE-ANNE;;nan;;MARCHE;;Procédure adaptée;21972226100019;True;SAINTE-ANNE;02;Martinique;972;Martinique;97227;Le Marin;9723;SAINTE-ANNE;97226;4064.0;4554.0;14.4366814277,-60.8549641713;SIRET;48049788200013;True;480497882;00013;True;PME;TECHNISPORT;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;4211Z;6792.0;39700.0;18.5041102402145;14.6246455763,-60.9935529523;;;;;;;;;
201901518S002400;267401;Dematis;Marché;Travaux;Réhabilitation des vestiaires du plateau sportif de roches carrées: Lot 4 : electricité;45311200;45311200-2;45;Travaux d'installations électriques;2019-03-27;2019;03;2019-04-08;1;False;1.0;6268.0;1.0;6268.0;Ferme et actualisable;97232;CODE POSTAL;Plateau sportif de Roches-Carrées;;nan;;MARCHE;;Procédure adaptée;21972213900017;True;Mairie du Lamentin;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;39296371600049;True;392963716;00049;True;PME;ALIZELEC;2;Martinique;Martinique;972;Fort-de-France;9721;97200;Route DE RAVINE VILAINE;FORT-DE-FRANCE;97209;4321A;4353.0;85667.0;8.472233380404282;14.6408734458,-61.069176472;;;;;;;;;
202220220600;267792;PES Marchés;Marché;Fournitures;FOURNITURE ET LIVRAISON DE MOBILIER POUR LES CENTRES D'ANIMATION SOCIO-EDUCATIF (CASE);39100000-3;39100000-3;39;Mobilier;2022-03-16;2022;03;2022-03-29;12;False;12.0;60000.0;1.0;60000.0;Révisable;97212;CODE POSTAL;ST JOSEPH;;nan;;ACCORD-CADRE;;Procédure adaptée;21972224600010;True;SAINT JOSEPH;02;Martinique;972;Martinique;97212;Fort-de-France;9721;SAINT-JOSEPH;97224;4337.0;16648.0;14.6764465938,-61.0439206265;SIRET;43770942100014;True;437709421;00014;True;PME;SCMB SARL - ACTIBURO;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;4778C;6792.0;39700.0;6.272642745813844;14.6246455763,-60.9935529523;;;;;;;;;
2022220370000;346319;PES Marchés;Marché;Fournitures;LOT N° 3 : FOURNITURE, LIVRAISON, MONTAGE, POSE ET INSTALLATION DE MOBILIER ADAPTE A LAMENAGEMENT DE SALLES DE CONSERVA;39152000-2;39152000-2;39;Rayonnages mobiles;2022-09-20;2022;09;2022-09-22;1;False;1.0;79456.59;1.0;79456.0;Ferme;97228;CODE POSTAL;SAINTE-LUCE;;nan;;MARCHE;;Appel d'offres ouvert;24972005300019;True;CAESM - BUDGET PRINCIPAL;02;Martinique;972;Martinique;97228;Le Marin;9723;SAINTE-LUCE;97227;2867.0;10083.0;14.4854629678,-60.944495012;SIRET;43770942100014;True;437709421;00014;True;PME;SCMB SARL - ACTIBURO;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;4778C;6792.0;39700.0;9.311596872394688;14.6246455763,-60.9935529523;;;;;;;;;
20212020.078L300;267597;PES Marchés;Marché;Services;LOT3 ETUDES DE BETON ARME;79314000-8;79314000-8;79;Étude de faisabilité;2021-01-07;2021;01;2021-01-26;48;False;48.0;184331.8;1.0;184331.0;Révisable;97232;CODE POSTAL;LE LAMENTIN;;nan;;ACCORD-CADRE;;Appel d'offres ouvert;21972213900017;True;VILLE DU LAMENTIN - 21972213900017;02;Martinique;972;Martinique;97232;Fort-de-France;9721;LE LAMENTIN;97213;6792.0;39700.0;14.6246455763,-60.9935529523;SIRET;54202182900719;True;542021829;00719;True;NC;SAFEGE;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;7112B;6792.0;39700.0;0.0;14.6246455763,-60.9935529523;;;;;;;;;
2021210090100;346588;PES Marchés;Marché;Services;ETUDE PREALABLE A DES ACTIONS DE REDUCTION DU TRANSFERT DES MACRO DECHETS DES RIVIERES A LA MER DANS LA GRANDE BAIE;79311000-7;79311000-7;79;Services d'études;2021-03-26;2021;03;2022-05-24;6;False;6.0;48650.0;1.0;48650.0;Ferme;97200;CODE POSTAL;FORT DE FRANCE;;nan;;MARCHE;;Procédure adaptée;24972006100103;True;COMMUNAUTÉ D'AGGLOMÉRATION;02;Martinique;972;Martinique;97200;Fort-de-France;9721;FORT-DE-FRANCE;97209;4353.0;85667.0;14.6408734458,-61.069176472;SIRET;54202182900719;True;542021829;00719;True;NC;SAFEGE;2;Martinique;Martinique;972;Fort-de-France;9721;97232;<NA>;LE LAMENTIN;97213;7112B;6792.0;39700.0;8.472233380404282;14.6246455763,-60.9935529523;;;;;;;;;
